Name;Template;Reference;Category
vnd.ntt-local.file-transfer;application/vnd.ntt-local.file-transfer;[NTT-local];Application
vnd.ntt-local.ogw_remote-access;application/vnd.ntt-local.ogw_remote-access;[NTT-local];Application
vnd.ntt-local.sip-ta_remote;application/vnd.ntt-local.sip-ta_remote;[NTT-local];Application
vnd.ntt-local.sip-ta_tcp_stream;application/vnd.ntt-local.sip-ta_tcp_stream;[NTT-local];Application
vnd.oasis.opendocument.base;application/vnd.oasis.opendocument.base;[OASIS_TC_Admin][OASIS];Application
vnd.oasis.opendocument.chart;application/vnd.oasis.opendocument.chart;[OASIS_TC_Admin][OASIS];Application
vnd.oasis.opendocument.chart-template;application/vnd.oasis.opendocument.chart-template;[OASIS_TC_Admin][OASIS];Application
vnd.oasis.opendocument.database (OBSOLETED in favor of application/vnd.oasis.opendocument.base);application/vnd.oasis.opendocument.database;[OASIS_TC_Admin][OASIS];Application
vnd.oasis.opendocument.formula;application/vnd.oasis.opendocument.formula;[OASIS_TC_Admin][OASIS];Application
vnd.oasis.opendocument.formula-template;application/vnd.oasis.opendocument.formula-template;[OASIS_TC_Admin][OASIS];Application
vnd.oasis.opendocument.graphics;application/vnd.oasis.opendocument.graphics;[OASIS_TC_Admin][OASIS];Application
vnd.oasis.opendocument.graphics-template;application/vnd.oasis.opendocument.graphics-template;[OASIS_TC_Admin][OASIS];Application
vnd.oasis.opendocument.image;application/vnd.oasis.opendocument.image;[OASIS_TC_Admin][OASIS];Application
vnd.oasis.opendocument.image-template;application/vnd.oasis.opendocument.image-template;[OASIS_TC_Admin][OASIS];Application
vnd.oasis.opendocument.presentation;application/vnd.oasis.opendocument.presentation;[OASIS_TC_Admin][OASIS];Application
vnd.oasis.opendocument.presentation-template;application/vnd.oasis.opendocument.presentation-template;[OASIS_TC_Admin][OASIS];Application
vnd.oasis.opendocument.spreadsheet;application/vnd.oasis.opendocument.spreadsheet;[OASIS_TC_Admin][OASIS];Application
vnd.oasis.opendocument.spreadsheet-template;application/vnd.oasis.opendocument.spreadsheet-template;[OASIS_TC_Admin][OASIS];Application
vnd.oasis.opendocument.text;application/vnd.oasis.opendocument.text;[OASIS_TC_Admin][OASIS];Application
vnd.oasis.opendocument.text-master;application/vnd.oasis.opendocument.text-master;[OASIS_TC_Admin][OASIS];Application
vnd.oasis.opendocument.text-template;application/vnd.oasis.opendocument.text-template;[OASIS_TC_Admin][OASIS];Application
vnd.oasis.opendocument.text-web;application/vnd.oasis.opendocument.text-web;[OASIS_TC_Admin][OASIS];Application
vnd.obn;application/vnd.obn;[Matthias_Hessling];Application
vnd.ocf+cbor;application/vnd.ocf+cbor;[Michael_Koster];Application
vnd.oci.image.manifest.v1+json;application/vnd.oci.image.manifest.v1+json;[Steven_Lasker];Application
vnd.oftn.l10n+json;application/vnd.oftn.l10n+json;[Eli_Grey];Application
vnd.oipf.contentaccessdownload+xml;application/vnd.oipf.contentaccessdownload+xml;[Claire_DEsclercs];Application
vnd.oipf.contentaccessstreaming+xml;application/vnd.oipf.contentaccessstreaming+xml;[Claire_DEsclercs];Application
vnd.oipf.cspg-hexbinary;application/vnd.oipf.cspg-hexbinary;[Claire_DEsclercs];Application
vnd.oipf.dae.svg+xml;application/vnd.oipf.dae.svg+xml;[Claire_DEsclercs];Application
vnd.oipf.dae.xhtml+xml;application/vnd.oipf.dae.xhtml+xml;[Claire_DEsclercs];Application
vnd.oipf.mippvcontrolmessage+xml;application/vnd.oipf.mippvcontrolmessage+xml;[Claire_DEsclercs];Application
vnd.oipf.pae.gem;application/vnd.oipf.pae.gem;[Claire_DEsclercs];Application
vnd.oipf.spdiscovery+xml;application/vnd.oipf.spdiscovery+xml;[Claire_DEsclercs];Application
vnd.oipf.spdlist+xml;application/vnd.oipf.spdlist+xml;[Claire_DEsclercs];Application
vnd.oipf.ueprofile+xml;application/vnd.oipf.ueprofile+xml;[Claire_DEsclercs];Application
vnd.oipf.userprofile+xml;application/vnd.oipf.userprofile+xml;[Claire_DEsclercs];Application
vnd.olpc-sugar;application/vnd.olpc-sugar;[John_Palmieri];Application
vnd.oma.bcast.associated-procedure-parameter+xml;application/vnd.oma.bcast.associated-procedure-parameter+xml;[Uwe_Rauschenbach][Open_Mobile_Naming_Authority];Application
vnd.oma.bcast.drm-trigger+xml;application/vnd.oma.bcast.drm-trigger+xml;[Uwe_Rauschenbach][Open_Mobile_Naming_Authority];Application
vnd.oma.bcast.imd+xml;application/vnd.oma.bcast.imd+xml;[Uwe_Rauschenbach][Open_Mobile_Naming_Authority];Application
vnd.oma.bcast.ltkm;application/vnd.oma.bcast.ltkm;[Uwe_Rauschenbach][Open_Mobile_Naming_Authority];Application
vnd.oma.bcast.notification+xml;application/vnd.oma.bcast.notification+xml;[Uwe_Rauschenbach][Open_Mobile_Naming_Authority];Application
vnd.oma.bcast.provisioningtrigger;application/vnd.oma.bcast.provisioningtrigger;[Uwe_Rauschenbach][Open_Mobile_Naming_Authority];Application
vnd.oma.bcast.sgboot;application/vnd.oma.bcast.sgboot;[Uwe_Rauschenbach][Open_Mobile_Naming_Authority];Application
vnd.oma.bcast.sgdd+xml;application/vnd.oma.bcast.sgdd+xml;[Uwe_Rauschenbach][Open_Mobile_Naming_Authority];Application
vnd.oma.bcast.sgdu;application/vnd.oma.bcast.sgdu;[Uwe_Rauschenbach][Open_Mobile_Naming_Authority];Application
vnd.oma.bcast.simple-symbol-container;application/vnd.oma.bcast.simple-symbol-container;[Uwe_Rauschenbach][Open_Mobile_Naming_Authority];Application
vnd.oma.bcast.smartcard-trigger+xml;application/vnd.oma.bcast.smartcard-trigger+xml;[Uwe_Rauschenbach][Open_Mobile_Naming_Authority];Application
vnd.oma.bcast.sprov+xml;application/vnd.oma.bcast.sprov+xml;[Uwe_Rauschenbach][Open_Mobile_Naming_Authority];Application
vnd.oma.bcast.stkm;application/vnd.oma.bcast.stkm;[Uwe_Rauschenbach][Open_Mobile_Naming_Authority];Application
vnd.oma.cab-address-book+xml;application/vnd.oma.cab-address-book+xml;[Hao_Wang][OMA];Application
vnd.oma.cab-feature-handler+xml;application/vnd.oma.cab-feature-handler+xml;[Hao_Wang][OMA];Application
vnd.oma.cab-pcc+xml;application/vnd.oma.cab-pcc+xml;[Hao_Wang][OMA];Application
vnd.oma.cab-subs-invite+xml;application/vnd.oma.cab-subs-invite+xml;[Hao_Wang][OMA];Application
vnd.oma.cab-user-prefs+xml;application/vnd.oma.cab-user-prefs+xml;[Hao_Wang][OMA];Application
vnd.oma.dcd;application/vnd.oma.dcd;[Avi_Primo][Open_Mobile_Naming_Authority];Application
vnd.oma.dcdc;application/vnd.oma.dcdc;[Avi_Primo][Open_Mobile_Naming_Authority];Application
vnd.oma.dd2+xml;application/vnd.oma.dd2+xml;[Jun_Sato][Open_Mobile_Alliance_BAC_DLDRM_Working_Group];Application
vnd.oma.drm.risd+xml;application/vnd.oma.drm.risd+xml;[Uwe_Rauschenbach][Open_Mobile_Naming_Authority];Application
vnd.oma.group-usage-list+xml;application/vnd.oma.group-usage-list+xml;[Sean_Kelley][OMA_Presence_and_Availability_PAG_Working_Group];Application
vnd.oma.lwm2m+cbor;application/vnd.oma.lwm2m+cbor;[Open_Mobile_Naming_Authority][John_Mudge];Application
vnd.oma.lwm2m+json;application/vnd.oma.lwm2m+json;[Open_Mobile_Naming_Authority][John_Mudge];Application
vnd.oma.lwm2m+tlv;application/vnd.oma.lwm2m+tlv;[Open_Mobile_Naming_Authority][John_Mudge];Application
vnd.oma.pal+xml;application/vnd.oma.pal+xml;[Brian_McColgan][Open_Mobile_Naming_Authority];Application
vnd.oma.poc.detailed-progress-report+xml;application/vnd.oma.poc.detailed-progress-report+xml;[OMA_Push_to_Talk_over_Cellular_POC_Working_Group];Application
vnd.oma.poc.final-report+xml;application/vnd.oma.poc.final-report+xml;[OMA_Push_to_Talk_over_Cellular_POC_Working_Group];Application
vnd.oma.poc.groups+xml;application/vnd.oma.poc.groups+xml;[Sean_Kelley][OMA_Push_to_Talk_over_Cellular_POC_Working_Group];Application
vnd.oma.poc.invocation-descriptor+xml;application/vnd.oma.poc.invocation-descriptor+xml;[OMA_Push_to_Talk_over_Cellular_POC_Working_Group];Application
vnd.oma.poc.optimized-progress-report+xml;application/vnd.oma.poc.optimized-progress-report+xml;[OMA_Push_to_Talk_over_Cellular_POC_Working_Group];Application
vnd.oma.push;application/vnd.oma.push;[Bryan_Sullivan][OMA];Application
vnd.oma.scidm.messages+xml;application/vnd.oma.scidm.messages+xml;[Wenjun_Zeng][Open_Mobile_Naming_Authority];Application
vnd.oma.xcap-directory+xml;application/vnd.oma.xcap-directory+xml;[Sean_Kelley][OMA_Presence_and_Availability_PAG_Working_Group];Application
vnd.omads-email+xml;application/vnd.omads-email+xml;[OMA_Data_Synchronization_Working_Group];Application
vnd.omads-file+xml;application/vnd.omads-file+xml;[OMA_Data_Synchronization_Working_Group];Application
vnd.omads-folder+xml;application/vnd.omads-folder+xml;[OMA_Data_Synchronization_Working_Group];Application
vnd.omaloc-supl-init;application/vnd.omaloc-supl-init;[Julien_Grange];Application
vnd.oma-scws-config;application/vnd.oma-scws-config;[Ilan_Mahalal];Application
vnd.oma-scws-http-request;application/vnd.oma-scws-http-request;[Ilan_Mahalal];Application
vnd.oma-scws-http-response;application/vnd.oma-scws-http-response;[Ilan_Mahalal];Application
vnd.onepager;application/vnd.onepager;[Nathan_Black];Application
vnd.onepagertamp;application/vnd.onepagertamp;[Nathan_Black];Application
vnd.onepagertamx;application/vnd.onepagertamx;[Nathan_Black];Application
vnd.onepagertat;application/vnd.onepagertat;[Nathan_Black];Application
vnd.onepagertatp;application/vnd.onepagertatp;[Nathan_Black];Application
vnd.onepagertatx;application/vnd.onepagertatx;[Nathan_Black];Application
vnd.onvif.metadata;application/vnd.onvif.metadata;[Hans_Busch];Application
vnd.openblox.game-binary;application/vnd.openblox.game-binary;[Mark_Otaris];Application
vnd.openblox.game+xml;application/vnd.openblox.game+xml;[Mark_Otaris];Application
vnd.openeye.oeb;application/vnd.openeye.oeb;[Craig_Bruce];Application
vnd.openstreetmap.data+xml;application/vnd.openstreetmap.data+xml;[Paul_Norman];Application
vnd.opentimestamps.ots;application/vnd.opentimestamps.ots;[Peter_Todd];Application
vnd.openxmlformats-officedocument.custom-properties+xml;application/vnd.openxmlformats-officedocument.custom-properties+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.customXmlProperties+xml;application/vnd.openxmlformats-officedocument.customXmlProperties+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.drawing+xml;application/vnd.openxmlformats-officedocument.drawing+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.drawingml.chart+xml;application/vnd.openxmlformats-officedocument.drawingml.chart+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.drawingml.chartshapes+xml;application/vnd.openxmlformats-officedocument.drawingml.chartshapes+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.drawingml.diagramColors+xml;application/vnd.openxmlformats-officedocument.drawingml.diagramColors+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.drawingml.diagramData+xml;application/vnd.openxmlformats-officedocument.drawingml.diagramData+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.drawingml.diagramLayout+xml;application/vnd.openxmlformats-officedocument.drawingml.diagramLayout+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.drawingml.diagramStyle+xml;application/vnd.openxmlformats-officedocument.drawingml.diagramStyle+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.extended-properties+xml;application/vnd.openxmlformats-officedocument.extended-properties+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.presentationml.commentAuthors+xml;application/vnd.openxmlformats-officedocument.presentationml.commentAuthors+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.presentationml.comments+xml;application/vnd.openxmlformats-officedocument.presentationml.comments+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.presentationml.handoutMaster+xml;application/vnd.openxmlformats-officedocument.presentationml.handoutMaster+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.presentationml.notesMaster+xml;application/vnd.openxmlformats-officedocument.presentationml.notesMaster+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.presentationml.notesSlide+xml;application/vnd.openxmlformats-officedocument.presentationml.notesSlide+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.presentationml.presentation;application/vnd.openxmlformats-officedocument.presentationml.presentation;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.presentationml.presentation.main+xml;application/vnd.openxmlformats-officedocument.presentationml.presentation.main+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.presentationml.presProps+xml;application/vnd.openxmlformats-officedocument.presentationml.presProps+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.presentationml.slide;application/vnd.openxmlformats-officedocument.presentationml.slide;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.presentationml.slide+xml;application/vnd.openxmlformats-officedocument.presentationml.slide+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.presentationml.slideLayout+xml;application/vnd.openxmlformats-officedocument.presentationml.slideLayout+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.presentationml.slideMaster+xml;application/vnd.openxmlformats-officedocument.presentationml.slideMaster+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.presentationml.slideshow;application/vnd.openxmlformats-officedocument.presentationml.slideshow;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.presentationml.slideshow.main+xml;application/vnd.openxmlformats-officedocument.presentationml.slideshow.main+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.presentationml.slideUpdateInfo+xml;application/vnd.openxmlformats-officedocument.presentationml.slideUpdateInfo+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.presentationml.tableStyles+xml;application/vnd.openxmlformats-officedocument.presentationml.tableStyles+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.presentationml.tags+xml;application/vnd.openxmlformats-officedocument.presentationml.tags+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.presentationml.template;application/vnd.openxmlformats-officedocument.presentationml.template;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.presentationml.template.main+xml;application/vnd.openxmlformats-officedocument.presentationml.template.main+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.presentationml.viewProps+xml;application/vnd.openxmlformats-officedocument.presentationml.viewProps+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.spreadsheetml.calcChain+xml;application/vnd.openxmlformats-officedocument.spreadsheetml.calcChain+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.spreadsheetml.chartsheet+xml;application/vnd.openxmlformats-officedocument.spreadsheetml.chartsheet+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.spreadsheetml.comments+xml;application/vnd.openxmlformats-officedocument.spreadsheetml.comments+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.spreadsheetml.connections+xml;application/vnd.openxmlformats-officedocument.spreadsheetml.connections+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.spreadsheetml.dialogsheet+xml;application/vnd.openxmlformats-officedocument.spreadsheetml.dialogsheet+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.spreadsheetml.externalLink+xml;application/vnd.openxmlformats-officedocument.spreadsheetml.externalLink+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.spreadsheetml.pivotCacheDefinition+xml;application/vnd.openxmlformats-officedocument.spreadsheetml.pivotCacheDefinition+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.spreadsheetml.pivotCacheRecords+xml;application/vnd.openxmlformats-officedocument.spreadsheetml.pivotCacheRecords+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.spreadsheetml.pivotTable+xml;application/vnd.openxmlformats-officedocument.spreadsheetml.pivotTable+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.spreadsheetml.queryTable+xml;application/vnd.openxmlformats-officedocument.spreadsheetml.queryTable+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.spreadsheetml.revisionHeaders+xml;application/vnd.openxmlformats-officedocument.spreadsheetml.revisionHeaders+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.spreadsheetml.revisionLog+xml;application/vnd.openxmlformats-officedocument.spreadsheetml.revisionLog+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.spreadsheetml.sharedStrings+xml;application/vnd.openxmlformats-officedocument.spreadsheetml.sharedStrings+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.spreadsheetml.sheet;application/vnd.openxmlformats-officedocument.spreadsheetml.sheet;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.spreadsheetml.sheet.main+xml;application/vnd.openxmlformats-officedocument.spreadsheetml.sheet.main+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.spreadsheetml.sheetMetadata+xml;application/vnd.openxmlformats-officedocument.spreadsheetml.sheetMetadata+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.spreadsheetml.styles+xml;application/vnd.openxmlformats-officedocument.spreadsheetml.styles+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.spreadsheetml.table+xml;application/vnd.openxmlformats-officedocument.spreadsheetml.table+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.spreadsheetml.tableSingleCells+xml;application/vnd.openxmlformats-officedocument.spreadsheetml.tableSingleCells+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.spreadsheetml.template;application/vnd.openxmlformats-officedocument.spreadsheetml.template;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.spreadsheetml.template.main+xml;application/vnd.openxmlformats-officedocument.spreadsheetml.template.main+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.spreadsheetml.userNames+xml;application/vnd.openxmlformats-officedocument.spreadsheetml.userNames+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.spreadsheetml.volatileDependencies+xml;application/vnd.openxmlformats-officedocument.spreadsheetml.volatileDependencies+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.spreadsheetml.worksheet+xml;application/vnd.openxmlformats-officedocument.spreadsheetml.worksheet+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.theme+xml;application/vnd.openxmlformats-officedocument.theme+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.themeOverride+xml;application/vnd.openxmlformats-officedocument.themeOverride+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.vmlDrawing;application/vnd.openxmlformats-officedocument.vmlDrawing;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.wordprocessingml.comments+xml;application/vnd.openxmlformats-officedocument.wordprocessingml.comments+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.wordprocessingml.document;application/vnd.openxmlformats-officedocument.wordprocessingml.document;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.wordprocessingml.document.glossary+xml;application/vnd.openxmlformats-officedocument.wordprocessingml.document.glossary+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.wordprocessingml.document.main+xml;application/vnd.openxmlformats-officedocument.wordprocessingml.document.main+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.wordprocessingml.endnotes+xml;application/vnd.openxmlformats-officedocument.wordprocessingml.endnotes+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.wordprocessingml.fontTable+xml;application/vnd.openxmlformats-officedocument.wordprocessingml.fontTable+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.wordprocessingml.footer+xml;application/vnd.openxmlformats-officedocument.wordprocessingml.footer+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.wordprocessingml.footnotes+xml;application/vnd.openxmlformats-officedocument.wordprocessingml.footnotes+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.wordprocessingml.numbering+xml;application/vnd.openxmlformats-officedocument.wordprocessingml.numbering+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.wordprocessingml.settings+xml;application/vnd.openxmlformats-officedocument.wordprocessingml.settings+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.wordprocessingml.styles+xml;application/vnd.openxmlformats-officedocument.wordprocessingml.styles+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.wordprocessingml.template;application/vnd.openxmlformats-officedocument.wordprocessingml.template;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.wordprocessingml.template.main+xml;application/vnd.openxmlformats-officedocument.wordprocessingml.template.main+xml;[Makoto_Murata];Application
vnd.openxmlformats-officedocument.wordprocessingml.webSettings+xml;application/vnd.openxmlformats-officedocument.wordprocessingml.webSettings+xml;[Makoto_Murata];Application
vnd.openxmlformats-package.core-properties+xml;application/vnd.openxmlformats-package.core-properties+xml;[Makoto_Murata];Application
vnd.openxmlformats-package.digital-signature-xmlsignature+xml;application/vnd.openxmlformats-package.digital-signature-xmlsignature+xml;[Makoto_Murata];Application
vnd.openxmlformats-package.relationships+xml;application/vnd.openxmlformats-package.relationships+xml;[Makoto_Murata];Application
vnd.oracle.resource+json;application/vnd.oracle.resource+json;[Ning_Dong];Application
vnd.orange.indata;application/vnd.orange.indata;[CHATRAS_Bruno];Application
vnd.osa.netdeploy;application/vnd.osa.netdeploy;[Steven_Klos];Application
vnd.osgeo.mapguide.package;application/vnd.osgeo.mapguide.package;[Jason_Birch];Application
vnd.osgi.bundle;application/vnd.osgi.bundle;[Peter_Kriens];Application
vnd.osgi.dp;application/vnd.osgi.dp;[Peter_Kriens];Application
vnd.osgi.subsystem;application/vnd.osgi.subsystem;[Peter_Kriens];Application
vnd.otps.ct-kip+xml;application/vnd.otps.ct-kip+xml;[Magnus_Nystrom];Application
vnd.oxli.countgraph;application/vnd.oxli.countgraph;[C._Titus_Brown];Application
vnd.pagerduty+json;application/vnd.pagerduty+json;[Steve_Rice];Application
vnd.palm;application/vnd.palm;[Gavin_Peacock];Application
vnd.panoply;application/vnd.panoply;[Natarajan_Balasundara];Application
vnd.paos.xml;application/vnd.paos.xml;[John_Kemp];Application
vnd.patentdive;application/vnd.patentdive;[Christian_Trosclair];Application
vnd.patientecommsdoc;application/vnd.patientecommsdoc;[Andrew_David_Kendall];Application
vnd.pawaafile;application/vnd.pawaafile;[Prakash_Baskaran];Application
vnd.pcos;application/vnd.pcos;[Slawomir_Lisznianski];Application
vnd.pg.format;application/vnd.pg.format;[April_Gandert];Application
vnd.pg.osasli;application/vnd.pg.osasli;[April_Gandert];Application
vnd.piaccess.application-licence;application/vnd.piaccess.application-licence;[Lucas_Maneos];Application
vnd.picsel;application/vnd.picsel;[Giuseppe_Naccarato];Application
vnd.pmi.widget;application/vnd.pmi.widget;[Rhys_Lewis];Application
vnd.poc.group-advertisement+xml;application/vnd.poc.group-advertisement+xml;[Sean_Kelley][OMA_Push_to_Talk_over_Cellular_POC_Working_Group];Application
vnd.pocketlearn;application/vnd.pocketlearn;[Jorge_Pando];Application
vnd.powerbuilder6;application/vnd.powerbuilder6;[David_Guy];Application
vnd.powerbuilder6-s;application/vnd.powerbuilder6-s;[David_Guy];Application
vnd.powerbuilder7;application/vnd.powerbuilder7;[Reed_Shilts];Application
vnd.powerbuilder75;application/vnd.powerbuilder75;[Reed_Shilts];Application
vnd.powerbuilder75-s;application/vnd.powerbuilder75-s;[Reed_Shilts];Application
vnd.powerbuilder7-s;application/vnd.powerbuilder7-s;[Reed_Shilts];Application
vnd.preminet;application/vnd.preminet;[Juoko_Tenhunen];Application
vnd.previewsystems.box;application/vnd.previewsystems.box;[Roman_Smolgovsky];Application
vnd.proteus.magazine;application/vnd.proteus.magazine;[Pete_Hoch];Application
vnd.psfs;application/vnd.psfs;[Kristopher_Durski];Application
vnd.publishare-delta-tree;application/vnd.publishare-delta-tree;[Oren_Ben-Kiki];Application
vnd.pvi.ptid1;application/vnd.pvi.ptid1;[Charles_P._Lamb];Application
vnd.pwg-multiplexed;application/vnd.pwg-multiplexed;[RFC3391];Application
vnd.pwg-xhtml-print+xml;application/vnd.pwg-xhtml-print+xml;[Don_Wright];Application
vnd.qualcomm.brew-app-res;application/vnd.qualcomm.brew-app-res;[Glenn_Forrester];Application
vnd.quarantainenet;application/vnd.quarantainenet;[Casper_Joost_Eyckelhof];Application
vnd.Quark.QuarkXPress;application/vnd.Quark.QuarkXPress;[Hannes_Scheidler];Application
vnd.quobject-quoxdocument;application/vnd.quobject-quoxdocument;[Matthias_Ludwig];Application
vnd.radisys.moml+xml;application/vnd.radisys.moml+xml;[RFC5707];Application
vnd.radisys.msml-audit-conf+xml;application/vnd.radisys.msml-audit-conf+xml;[RFC5707];Application
vnd.radisys.msml-audit-conn+xml;application/vnd.radisys.msml-audit-conn+xml;[RFC5707];Application
vnd.radisys.msml-audit-dialog+xml;application/vnd.radisys.msml-audit-dialog+xml;[RFC5707];Application
vnd.radisys.msml-audit-stream+xml;application/vnd.radisys.msml-audit-stream+xml;[RFC5707];Application
vnd.radisys.msml-audit+xml;application/vnd.radisys.msml-audit+xml;[RFC5707];Application
vnd.radisys.msml-conf+xml;application/vnd.radisys.msml-conf+xml;[RFC5707];Application
vnd.radisys.msml-dialog-base+xml;application/vnd.radisys.msml-dialog-base+xml;[RFC5707];Application
vnd.radisys.msml-dialog-fax-detect+xml;application/vnd.radisys.msml-dialog-fax-detect+xml;[RFC5707];Application
vnd.radisys.msml-dialog-fax-sendrecv+xml;application/vnd.radisys.msml-dialog-fax-sendrecv+xml;[RFC5707];Application
vnd.radisys.msml-dialog-group+xml;application/vnd.radisys.msml-dialog-group+xml;[RFC5707];Application
vnd.radisys.msml-dialog-speech+xml;application/vnd.radisys.msml-dialog-speech+xml;[RFC5707];Application
vnd.radisys.msml-dialog-transform+xml;application/vnd.radisys.msml-dialog-transform+xml;[RFC5707];Application
vnd.radisys.msml-dialog+xml;application/vnd.radisys.msml-dialog+xml;[RFC5707];Application
vnd.radisys.msml+xml;application/vnd.radisys.msml+xml;[RFC5707];Application
vnd.rainstor.data;application/vnd.rainstor.data;[Kevin_Crook];Application
vnd.rapid;application/vnd.rapid;[Etay_Szekely];Application
vnd.rar;application/vnd.rar;[Kim_Scarborough];Application
vnd.realvnc.bed;application/vnd.realvnc.bed;[Nick_Reeves];Application
vnd.recordare.musicxml;application/vnd.recordare.musicxml;[W3C_Music_Notation_Community_Group];Application
vnd.recordare.musicxml+xml;application/vnd.recordare.musicxml+xml;[W3C_Music_Notation_Community_Group];Application
vnd.RenLearn.rlprint;application/vnd.RenLearn.rlprint;[James_Wick];Application
vnd.resilient.logic;application/vnd.resilient.logic;[Benedikt_Muessig];Application
vnd.restful+json;application/vnd.restful+json;[Stephen_Mizell];Application
vnd.rig.cryptonote;application/vnd.rig.cryptonote;[Ken_Jibiki];Application
vnd.route66.link66+xml;application/vnd.route66.link66+xml;[Sybren_Kikstra];Application
vnd.rs-274x;application/vnd.rs-274x;[Lee_Harding];Application
vnd.ruckus.download;application/vnd.ruckus.download;[Jerry_Harris];Application
vnd.s3sms;application/vnd.s3sms;[Lauri_Tarkkala];Application
vnd.sailingtracker.track;application/vnd.sailingtracker.track;[Heikki_Vesalainen];Application
vnd.sar;application/vnd.sar;[Markus_Strehle];Application
vnd.sbm.cid;application/vnd.sbm.cid;[Shinji_Kusakari];Application
vnd.sbm.mid2;application/vnd.sbm.mid2;[Masanori_Murai];Application
vnd.scribus;application/vnd.scribus;[Craig_Bradney];Application
vnd.sealed.3df;application/vnd.sealed.3df;[John_Kwan];Application
vnd.sealed.csf;application/vnd.sealed.csf;[John_Kwan];Application
vnd.sealed.doc;application/vnd.sealed.doc;[David_Petersen];Application
